feature_id,description,ground_truth_cm,detected_cm,absolute_error_cm,signed_error_cm,relative_error_pct,source_wall,confidence
door_01,"bedroom door width, frame to frame at floor level",91.4,74.2,17.25,-17.25,18.87,wall_02+wall_04,0.89
